URL,Price,Transmission,Year,Motor Strength (KW),Mileage,Engine Capacity,Manufacturer,Model,Fuel Type
https://olx.ba/artikal/60549378,71.900 KM,Automatik,2020,147.0,173.000km,2.0,Audi,Q3,Dizel
https://olx.ba/artikal/57054798,59.800 KM,Automatik,2017,150.0,185.000km,2.2,Mercedes-Benz,GLC 250,Dizel
https://olx.ba/artikal/60651237,75.900 KM,Automatik,2023,147.0,29.000km,2.0,Volkswagen,Arteon,Dizel
https://olx.ba/artikal/60412318,88.800 KM,Automatik,2016,320.0,250.000km,4.0,Audi,SQ7,Dizel
https://olx.ba/artikal/61574019,115.900 KM,Automatik,2020,200.0,189.000km,3.0,Mercedes-Benz,GLE 350,Dizel
https://olx.ba/artikal/61574324,75.900 KM,Automatik,2024,180.0,3.665km,2.0,Cupra,Formentor,Benzin
https://olx.ba/artikal/61323417,139990 KM,Automatik,2019,287.0,80.636km,3.0,Mercedes-Benz,GLC 43 AMG,Benzin
https://olx.ba/artikal/60940195,79.900 KM,Automatik,2018,125.0,73.811km,2.2,Mercedes-Benz,GLC 220 Coupe,Dizel
https://olx.ba/artikal/58536569,148900 KM,Automatik,2020,243.0,137.860km,3.0,Mercedes-Benz,GLE 400,Dizel
https://olx.ba/artikal/61325907,62900 KM,Automatik,2019,145.0,145.500km,2.0,Volvo,XC 60,Dizel
https://olx.ba/artikal/61718572,59.980 KM,Automatik,2018,140.0,118.000km,2.0,Volkswagen,Arteon,Dizel
https://olx.ba/artikal/60193648,115.000 KM,Automatik,2019,210.0,55.000km,3.0,Audi,A8,Dizel
https://olx.ba/artikal/60376281,73.500 KM,Automatik,2016,193.0,162.000km,3.0,Porsche,Cayenne,Dizel
https://olx.ba/artikal/53922523,125.900 KM,Automatik,2022,210.0,50.000km,3.0,BMW,530,Dizel
https://olx.ba/artikal/59223619,105000 KM,Automatik,2019,221.0,100.300km,3.0,Land Rover,Range Rover Velar,Dizel
https://olx.ba/artikal/60592759,70900 KM,Automatik,2021,147.0,83.300km,2.0,Volkswagen,Tiguan,Dizel
https://olx.ba/artikal/61101715,107.980 KM,Automatik,2022,173.0,47.336km,2.0,Volvo,XC 90,Dizel
https://olx.ba/artikal/59026086,73.500 KM,Automatik,2022,180.0,10.900km,2.0,Volkswagen,Golf,Benzin
https://olx.ba/artikal/62213849,102.900 KM,Automatik,2019,180.0,70.000km,2.0,Mercedes-Benz,GLC 300,Dizel
https://olx.ba/artikal/62197894,60.000 KM,Automatik,2015,100.0,248.000km,2.2,Mercedes-Benz,Vito,Dizel
https://olx.ba/artikal/59779792,132.990 KM,Automatik,2019,290.0,163.000km,3.0,BMW,750,Dizel
https://olx.ba/artikal/61347593,71.350 KM,Automatik,2022,110.0,7.000km,1.5,Škoda,Kodiaq,Benzin
https://olx.ba/artikal/61178101,155.800 KM,Automatik,2017,310.0,59.800km,4.0,Porsche,Panamera,Dizel
https://olx.ba/artikal/62094186,128.500 KM,Automatik,2019,210.0,132.000km,3.0,Audi,Q8,Dizel
https://olx.ba/artikal/43497843,75.000 KM,Automatik,2015,190.0,205km,3.0,BMW,X6,Dizel
https://olx.ba/artikal/62032104,372.750 KM,Automatik,2023,257.0,22.000km,3.0,Land Rover,Range Rover,Dizel
https://olx.ba/artikal/61406291,109500 KM,Automatik,2018,210.0,124.000km,3.0,Audi,A8,Dizel
https://olx.ba/artikal/61304033,69.500 KM,Automatik,2012,230.0,282.000km,3.0,BMW,640 Gran Coupe,Dizel
https://olx.ba/artikal/62101795,69.500 KM,Automatik,2022,180.0,55.700km,2.0,Volkswagen,Golf,Benzin
https://olx.ba/artikal/61931027,80.000 KM,Automatik,2016,190.0,138.000km,3.0,Land Rover,Range Rover Sport,Dizel
https://olx.ba/artikal/62222715,78.000 KM,Automatik,2016,193.0,221.000km,3.0,Porsche,Cayenne,Dizel
https://olx.ba/artikal/58863618,90.000 KM,Manuelni,2006,120.0,218.000km,3.0,Nissan,Patrol,Dizel
https://olx.ba/artikal/61047193,94.900 KM,Automatik,2021,177.0,101.000km,2.0,Land Rover,Range Rover Evoque,Dizel
https://olx.ba/artikal/56748017,93.957 KM,Automatik,2023,132.0,1km,,Škoda,Enyaq,Elektro
https://olx.ba/artikal/55871365,109.900 KM,Automatik,2019,210.0,115.000km,3.0,Audi,A6,Dizel
https://olx.ba/artikal/61737625,155.500 KM,Automatik,2020,250.0,24.000km,3.0,Porsche,Cayenne,Benzin
https://olx.ba/artikal/61959511,119.000 KM,Automatik,2019,257.0,120.000km,3.0,Audi,S6,Dizel
https://olx.ba/artikal/60616661,225.000 KM,Automatik,2021,243.0,74.000km,3.0,Mercedes-Benz,S 400,Dizel
https://olx.ba/artikal/59753608,73.900 KM,Automatik,2018,147.0,80.000km,3.2,Ford,Ranger,Dizel
https://olx.ba/artikal/61613351,63.900 KM,Automatik,2019,140.0,189.000km,2.0,BMW,320,Dizel
https://olx.ba/artikal/61596376,198.000 KM,Automatik,2023,210.0,37.000km,3.0,BMW,X5,Dizel
https://olx.ba/artikal/61140963,65.000 KM,Automatik,2005,200.0,170.000km,6.0,Hummer,H2,Benzin
https://olx.ba/artikal/58678246,65.000 KM,Automatik,2015,190.0,200.333km,3.0,Porsche,Macan,Dizel
https://olx.ba/artikal/58689843,119.000 KM,Automatik,2019,220.0,40.000km,2.0,Porsche,Boxster,Benzin
https://olx.ba/artikal/58849904,84.900 KM,Automatik,2015,193.0,180.000km,3.0,Porsche,Cayenne,Dizel
